,Gene Symbol,Gene ID (HGNC),Disease Label,Disease ID (MONDO),MOI_x,SOP,Classification,Online Report_x,Classification Date,GCEP,Gene/Region,HGNC/ISCA,GRCh37,GRCh38,Haploinsufficiency,Triplosensitivity,Online Report_y,Date,gene_symbol,gene_url,disease_label,mondo_id,disease_url,MOI_y
1126,STAT1,HGNC:11362,Mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency,MONDO:0013956,AD,SOP11,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ac2fe8ac-e470-4fa3-b596-ad8e15d5b065-2024-11-20T100000.000Z,2024-11-20T10:00:00.000Z,Primary Immune Regulatory Disorders Gene Curation Expert Panel,STAT1,HGNC:11362,chr2:191833875-191878897,chr2:190969149-191014171,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=STAT1&subject=,2013-09-18T14:48:40Z,STAT1,https://search.clinicalgenome.org/kb/genes/HGNC:11362,Mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency,MONDO:0013956,https://search.clinicalgenome.org/kb/conditions/MONDO:0013956,Autosomal dominant inheritance
1127,STAT1,HGNC:11362,Mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency,MONDO:0013956,AD,SOP11,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ac2fe8ac-e470-4fa3-b596-ad8e15d5b065-2024-11-20T100000.000Z,2024-11-20T10:00:00.000Z,Primary Immune Regulatory Disorders Gene Curation Expert Panel,STAT1,HGNC:11362,chr2:191833875-191878897,chr2:190969149-191014171,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=STAT1&subject=,2013-09-18T14:48:40Z,STAT1,https://search.clinicalgenome.org/kb/genes/HGNC:11362,autoimmune enteropathy and endocrinopathy - susceptibility to chronic infections syndrome,MONDO:0013599,https://search.clinicalgenome.org/kb/conditions/MONDO:0013599,Autosomal dominant inheritance
1128,PQBP1,HGNC:9330,Renpenning syndrome,MONDO:0010653,XL,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8128f36b-f273-49ee-bfd8-bee64b4df921-2018-11-09T170000.000Z,2018-11-09T17:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,PQBP1,HGNC:9330,chrX:48755213-48760420,chrX:48897930-48903143,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PQBP1&subject=,2020-04-09T19:32:14Z,PQBP1,https://search.clinicalgenome.org/kb/genes/HGNC:9330,Renpenning syndrome,MONDO:0010653,https://search.clinicalgenome.org/kb/conditions/MONDO:0010653,X-linked inheritance
1129,PLCB1,HGNC:15917,developmental and epileptic encephalopathy,MONDO:0100062,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c7887c3b-332b-4586-93cf-4098796ab66f-2020-09-18T040000.000Z,2020-09-18T04:00:00.000Z,Epilepsy Gene Curation Expert Panel,PLCB1,HGNC:15917,chr20:8112913-8865547,chr20:8132266-8884900,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PLCB1&subject=,2016-08-22T17:51:27Z,PLCB1,https://search.clinicalgenome.org/kb/genes/HGNC:15917,developmental and epileptic encephalopathy,MONDO:0100062,https://search.clinicalgenome.org/kb/conditions/MONDO:0100062,Autosomal recessive inheritance
1130,PLCB1,HGNC:15917,developmental and epileptic encephalopathy,MONDO:0100062,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c7887c3b-332b-4586-93cf-4098796ab66f-2020-09-18T040000.000Z,2020-09-18T04:00:00.000Z,Epilepsy Gene Curation Expert Panel,PLCB1,HGNC:15917,chr20:8112913-8865547,chr20:8132266-8884900,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PLCB1&subject=,2016-08-22T17:51:27Z,PLCB1,https://search.clinicalgenome.org/kb/genes/HGNC:15917,"developmental and epileptic encephalopathy, 12",MONDO:0013389,https://search.clinicalgenome.org/kb/conditions/MONDO:0013389,
1131,PMP22,HGNC:9118,hereditary neuropathy with liability to pressure palsies,MONDO:0008087,AD,SOP10,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a7502a7e-2a4e-4b85-8f7c-8d76fe94f294-2024-07-08T160000.000Z,2024-07-08T16:00:00.000Z,Charcot-Marie-Tooth Disease Gene Curation Expert Panel,PMP22,HGNC:9118,chr17:15133096-15168643,chr17:15229779-15265326,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PMP22&subject=,2012-07-12T19:09:22Z,PMP22,https://search.clinicalgenome.org/kb/genes/HGNC:9118,Charcot-Marie-Tooth disease type 1A,MONDO:0007309,https://search.clinicalgenome.org/kb/conditions/MONDO:0007309,Autosomal dominant inheritance
1132,PMP22,HGNC:9118,hereditary neuropathy with liability to pressure palsies,MONDO:0008087,AD,SOP10,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a7502a7e-2a4e-4b85-8f7c-8d76fe94f294-2024-07-08T160000.000Z,2024-07-08T16:00:00.000Z,Charcot-Marie-Tooth Disease Gene Curation Expert Panel,PMP22,HGNC:9118,chr17:15133096-15168643,chr17:15229779-15265326,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PMP22&subject=,2012-07-12T19:09:22Z,PMP22,https://search.clinicalgenome.org/kb/genes/HGNC:9118,hereditary neuropathy with liability to pressure palsies,MONDO:0008087,https://search.clinicalgenome.org/kb/conditions/MONDO:0008087,Autosomal dominant inheritance
1133,PMP22,HGNC:9118,hereditary neuropathy with liability to pressure palsies,MONDO:0008087,AD,SOP10,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a7502a7e-2a4e-4b85-8f7c-8d76fe94f294-2024-07-08T160000.000Z,2024-07-08T16:00:00.000Z,Charcot-Marie-Tooth Disease Gene Curation Expert Panel,PMP22,HGNC:9118,chr17:15133096-15168643,chr17:15229779-15265326,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PMP22&subject=,2012-07-12T19:09:22Z,PMP22,https://search.clinicalgenome.org/kb/genes/HGNC:9118,Charcot-Marie-Tooth disease type 1E,MONDO:0007311,https://search.clinicalgenome.org/kb/conditions/MONDO:0007311,
1134,PMP22,HGNC:9118,hereditary neuropathy with liability to pressure palsies,MONDO:0008087,AD,SOP10,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a7502a7e-2a4e-4b85-8f7c-8d76fe94f294-2024-07-08T160000.000Z,2024-07-08T16:00:00.000Z,Charcot-Marie-Tooth Disease Gene Curation Expert Panel,PMP22,HGNC:9118,chr17:15133096-15168643,chr17:15229779-15265326,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PMP22&subject=,2012-07-12T19:09:22Z,PMP22,https://search.clinicalgenome.org/kb/genes/HGNC:9118,Charcot-Marie-Tooth disease type 1,MONDO:0019011,https://search.clinicalgenome.org/kb/conditions/MONDO:0019011,
1135,PMP22,HGNC:9118,Charcot-Marie-Tooth disease type 1A,MONDO:0007309,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_169edbc0-b942-43f1-885d-8d47ccdb6d90-2022-10-10T160000.000Z,2022-10-10T16:00:00.000Z,Charcot-Marie-Tooth Disease Gene Curation Expert Panel,PMP22,HGNC:9118,chr17:15133096-15168643,chr17:15229779-15265326,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PMP22&subject=,2012-07-12T19:09:22Z,PMP22,https://search.clinicalgenome.org/kb/genes/HGNC:9118,Charcot-Marie-Tooth disease type 1A,MONDO:0007309,https://search.clinicalgenome.org/kb/conditions/MONDO:0007309,Autosomal dominant inheritance
1136,PMP22,HGNC:9118,Charcot-Marie-Tooth disease type 1A,MONDO:0007309,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_169edbc0-b942-43f1-885d-8d47ccdb6d90-2022-10-10T160000.000Z,2022-10-10T16:00:00.000Z,Charcot-Marie-Tooth Disease Gene Curation Expert Panel,PMP22,HGNC:9118,chr17:15133096-15168643,chr17:15229779-15265326,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PMP22&subject=,2012-07-12T19:09:22Z,PMP22,https://search.clinicalgenome.org/kb/genes/HGNC:9118,hereditary neuropathy with liability to pressure palsies,MONDO:0008087,https://search.clinicalgenome.org/kb/conditions/MONDO:0008087,Autosomal dominant inheritance
1137,PMP22,HGNC:9118,Charcot-Marie-Tooth disease type 1A,MONDO:0007309,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_169edbc0-b942-43f1-885d-8d47ccdb6d90-2022-10-10T160000.000Z,2022-10-10T16:00:00.000Z,Charcot-Marie-Tooth Disease Gene Curation Expert Panel,PMP22,HGNC:9118,chr17:15133096-15168643,chr17:15229779-15265326,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PMP22&subject=,2012-07-12T19:09:22Z,PMP22,https://search.clinicalgenome.org/kb/genes/HGNC:9118,Charcot-Marie-Tooth disease type 1E,MONDO:0007311,https://search.clinicalgenome.org/kb/conditions/MONDO:0007311,
1138,PMP22,HGNC:9118,Charcot-Marie-Tooth disease type 1A,MONDO:0007309,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_169edbc0-b942-43f1-885d-8d47ccdb6d90-2022-10-10T160000.000Z,2022-10-10T16:00:00.000Z,Charcot-Marie-Tooth Disease Gene Curation Expert Panel,PMP22,HGNC:9118,chr17:15133096-15168643,chr17:15229779-15265326,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PMP22&subject=,2012-07-12T19:09:22Z,PMP22,https://search.clinicalgenome.org/kb/genes/HGNC:9118,Charcot-Marie-Tooth disease type 1,MONDO:0019011,https://search.clinicalgenome.org/kb/conditions/MONDO:0019011,
1139,TARDBP,HGNC:11571,amyotrophic lateral sclerosis type 10,MONDO:0012790,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bf8bf781-25c9-4f16-b8cc-b0533390e4e2-2021-07-27T160623.437Z,2021-07-27T16:06:23.437Z,Amyotrophic Lateral Sclerosis Spectrum Disorders Gene Curation Expert Panel,TARDBP,HGNC:11571,chr1:11072711-11085549,chr1:11012654-11030528,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=TARDBP&subject=,2018-09-25T18:53:42Z,TARDBP,https://search.clinicalgenome.org/kb/genes/HGNC:11571,amyotrophic lateral sclerosis type 10,MONDO:0012790,https://search.clinicalgenome.org/kb/conditions/MONDO:0012790,Autosomal dominant inheritance
1140,TBL1XR1,HGNC:29529,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8352a921-43c0-4097-9147-2618a4165b57-2020-07-07T170000.000Z,2020-07-07T17:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,TBL1XR1,HGNC:29529,chr3:176737132-176915270,chr3:177019344-177201800,Sufficient Evidence for Haploinsufficiency,Little Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=TBL1XR1&subject=,2019-03-27T17:20:30Z,TBL1XR1,https://search.clinicalgenome.org/kb/genes/HGNC:29529,complex neurodevelopmental disorder,MONDO:0100038,https://search.clinicalgenome.org/kb/conditions/MONDO:0100038,Autosomal dominant inheritance
1141,TBL1XR1,HGNC:29529,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8352a921-43c0-4097-9147-2618a4165b57-2020-07-07T170000.000Z,2020-07-07T17:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,TBL1XR1,HGNC:29529,chr3:176737132-176915270,chr3:177019344-177201800,Sufficient Evidence for Haploinsufficiency,Little Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=TBL1XR1&subject=,2019-03-27T17:20:30Z,TBL1XR1,https://search.clinicalgenome.org/kb/genes/HGNC:29529,"intellectual disability, autosomal dominant 41",MONDO:0014842,https://search.clinicalgenome.org/kb/conditions/MONDO:0014842,
1142,PLP1,HGNC:9086,Pelizeaus-Merzbacher spectrum disorder,MONDO:0010714,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c1a44c5f-744e-4d02-a08f-e7c687531b21-2018-03-07T170000.000Z,2018-03-07T17:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,PLP1,HGNC:9086,chrX:103031434-103047548,chrX:103776506-103792619,Sufficient Evidence for Haploinsufficiency,Sufficient Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PLP1&subject=,2021-04-12T15:06:26Z,PLP1,https://search.clinicalgenome.org/kb/genes/HGNC:9086,Pelizeaus-Merzbacher spectrum disorder,MONDO:0010714,https://search.clinicalgenome.org/kb/conditions/MONDO:0010714,X-linked inheritance
1143,TBR1,HGNC:11590,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_853c90ef-34a8-4d7d-931d-5fb4add3e4d0-2020-03-25T160000.000Z,2020-03-25T16:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,TBR1,HGNC:11590,chr2:162272808-162282381,chr2:161416297-161425870,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=TBR1&subject=,2018-01-24T17:57:42Z,TBR1,https://search.clinicalgenome.org/kb/genes/HGNC:11590,complex neurodevelopmental disorder,MONDO:0100038,https://search.clinicalgenome.org/kb/conditions/MONDO:0100038,Autosomal dominant inheritance
1144,PLEKHG5,HGNC:29105,neuromuscular disease,MONDO:0019056,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2f2f5a6d-3b4f-4f4c-b560-50944b4ab34f-2023-09-06T160000.000Z,2023-09-06T16:00:00.000Z,Charcot-Marie-Tooth Disease Gene Curation Expert Panel,PLEKHG5,HGNC:29105,chr1:6526152-6580152,chr1:6467122-6520092,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PLEKHG5&subject=,2016-08-22T17:51:28Z,PLEKHG5,https://search.clinicalgenome.org/kb/genes/HGNC:29105,neuromuscular disease,MONDO:0019056,https://search.clinicalgenome.org/kb/conditions/MONDO:0019056,Autosomal recessive inheritance
1145,PLEKHG5,HGNC:29105,neuromuscular disease,MONDO:0019056,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2f2f5a6d-3b4f-4f4c-b560-50944b4ab34f-2023-09-06T160000.000Z,2023-09-06T16:00:00.000Z,Charcot-Marie-Tooth Disease Gene Curation Expert Panel,PLEKHG5,HGNC:29105,chr1:6526152-6580152,chr1:6467122-6520092,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PLEKHG5&subject=,2016-08-22T17:51:28Z,PLEKHG5,https://search.clinicalgenome.org/kb/genes/HGNC:29105,Charcot-Marie-Tooth disease recessive intermediate C,MONDO:0014154,https://search.clinicalgenome.org/kb/conditions/MONDO:0014154,
1146,PLA2G6,HGNC:9039,PLA2G6-associated neurodegeneration,MONDO:0017998,AR,SOP10,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d183700f-e6cc-482f-a3ed-f18f8154f092-2024-03-21T160000.000Z,2024-03-21T16:00:00.000Z,Lysosomal Diseases Gene Curation Expert Panel,PLA2G6,HGNC:9039,chr22:38507502-38577837,chr22:38111495-38181830,Gene Associated with Autosomal Recessive Phenotype,,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PLA2G6&subject=,2016-08-22T17:51:26Z,PLA2G6,https://search.clinicalgenome.org/kb/genes/HGNC:9039,PLA2G6-associated neurodegeneration,MONDO:0017998,https://search.clinicalgenome.org/kb/conditions/MONDO:0017998,Autosomal recessive inheritance
1147,PLA2G6,HGNC:9039,PLA2G6-associated neurodegeneration,MONDO:0017998,AR,SOP10,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d183700f-e6cc-482f-a3ed-f18f8154f092-2024-03-21T160000.000Z,2024-03-21T16:00:00.000Z,Lysosomal Diseases Gene Curation Expert Panel,PLA2G6,HGNC:9039,chr22:38507502-38577837,chr22:38111495-38181830,Gene Associated with Autosomal Recessive Phenotype,,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PLA2G6&subject=,2016-08-22T17:51:26Z,PLA2G6,https://search.clinicalgenome.org/kb/genes/HGNC:9039,neurodegeneration with brain iron accumulation,MONDO:0018307,https://search.clinicalgenome.org/kb/conditions/MONDO:0018307,
1148,STIL,HGNC:10879,autosomal recessive primary microcephaly,MONDO:0016660,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_19d81e58-cb01-4cf3-8817-dfa0429150c3-2023-03-28T190000.000Z,2023-03-28T19:00:00.000Z,Brain Malformations Gene Curation Expert Panel,STIL,HGNC:10879,chr1:47715811-47780568,chr1:47250139-47314896,Gene Associated with Autosomal Recessive Phenotype,,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=STIL&subject=,2016-08-22T17:52:34Z,STIL,https://search.clinicalgenome.org/kb/genes/HGNC:10879,autosomal recessive primary microcephaly,MONDO:0016660,https://search.clinicalgenome.org/kb/conditions/MONDO:0016660,Autosomal recessive inheritance
1149,STIL,HGNC:10879,autosomal recessive primary microcephaly,MONDO:0016660,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_19d81e58-cb01-4cf3-8817-dfa0429150c3-2023-03-28T190000.000Z,2023-03-28T19:00:00.000Z,Brain Malformations Gene Curation Expert Panel,STIL,HGNC:10879,chr1:47715811-47780568,chr1:47250139-47314896,Gene Associated with Autosomal Recessive Phenotype,,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=STIL&subject=,2016-08-22T17:52:34Z,STIL,https://search.clinicalgenome.org/kb/genes/HGNC:10879,"microcephaly 7, primary, autosomal recessive",MONDO:0012989,https://search.clinicalgenome.org/kb/conditions/MONDO:0012989,
1150,TBX4,HGNC:11603,pulmonary arterial hypertension,MONDO:0015924,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1b8cc228-67d2-4530-8129-ebafee7fafa1-2021-03-10T214611.990Z,2021-03-10T21:46:11.990Z,Pulmonary Hypertension Gene Curation Expert Panel,TBX4,HGNC:11603,chr17:59529783-59562471,chr17:61452422-61485110,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=TBX4&subject=,2019-12-11T16:56:33Z,TBX4,https://search.clinicalgenome.org/kb/genes/HGNC:11603,pulmonary arterial hypertension,MONDO:0015924,https://search.clinicalgenome.org/kb/conditions/MONDO:0015924,Autosomal dominant inheritance
1151,TBX4,HGNC:11603,pulmonary arterial hypertension,MONDO:0015924,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1b8cc228-67d2-4530-8129-ebafee7fafa1-2021-03-10T214611.990Z,2021-03-10T21:46:11.990Z,Pulmonary Hypertension Gene Curation Expert Panel,TBX4,HGNC:11603,chr17:59529783-59562471,chr17:61452422-61485110,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=TBX4&subject=,2019-12-11T16:56:33Z,TBX4,https://search.clinicalgenome.org/kb/genes/HGNC:11603,coxopodopatellar syndrome,MONDO:0007841,https://search.clinicalgenome.org/kb/conditions/MONDO:0007841,
1152,TBX5,HGNC:11604,Holt-Oram syndrome,MONDO:0007732,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_24e6c85a-33cf-4248-be1f-6431c7c6b1e5-2021-07-27T145706.838Z,2021-07-27T14:57:06.838Z,Syndromic Disorders Gene Curation Expert Panel,TBX5,HGNC:11604,chr12:114791716-114846247,chr12:114353911-114408442,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=TBX5&subject=,2020-07-29T19:19:03Z,TBX5,https://search.clinicalgenome.org/kb/genes/HGNC:11604,Holt-Oram syndrome,MONDO:0007732,https://search.clinicalgenome.org/kb/conditions/MONDO:0007732,Autosomal dominant inheritance
1153,TCF12,HGNC:11623,TCF12-related craniosynostosis,MONDO:0014128,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_11e46ed0-dbfb-4151-ba1c-cc56214d6ca6-2021-01-28T170000.000Z,2021-01-28T17:00:00.000Z,Craniofacial Malformations Gene Curation Expert Panel,TCF12,HGNC:11623,chr15:57210288-57583508,chr15:56918090-57291310,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=TCF12&subject=,2023-08-16T16:39:32Z,TCF12,https://search.clinicalgenome.org/kb/genes/HGNC:11623,TCF12-related craniosynostosis,MONDO:0014128,https://search.clinicalgenome.org/kb/conditions/MONDO:0014128,Autosomal dominant inheritance
1154,TCF20,HGNC:11631,developmental delay with variable intellectual impairment and behavioral abnormalities,MONDO:0032745,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_619ae2be-5ab6-418d-8824-373369337faa-2020-10-07T172001.182Z,2020-10-07T17:20:01.182Z,Syndromic Disorders Gene Curation Expert Panel,TCF20,HGNC:11631,chr22:42556019-42679933,chr22:42160013-42343537,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=TCF20&subject=,2019-06-26T16:45:36Z,TCF20,https://search.clinicalgenome.org/kb/genes/HGNC:11631,developmental delay with variable intellectual impairment and behavioral abnormalities,MONDO:0032745,https://search.clinicalgenome.org/kb/conditions/MONDO:0032745,Autosomal dominant inheritance
1155,TCF20,HGNC:11631,developmental delay with variable intellectual impairment and behavioral abnormalities,MONDO:0032745,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_619ae2be-5ab6-418d-8824-373369337faa-2020-10-07T172001.182Z,2020-10-07T17:20:01.182Z,Syndromic Disorders Gene Curation Expert Panel,TCF20,HGNC:11631,chr22:42556019-42679933,chr22:42160013-42343537,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=TCF20&subject=,2019-06-26T16:45:36Z,TCF20,https://search.clinicalgenome.org/kb/genes/HGNC:11631,complex neurodevelopmental disorder,MONDO:0100038,https://search.clinicalgenome.org/kb/conditions/MONDO:0100038,
1156,TCF4,HGNC:11634,Pitt-Hopkins syndrome,MONDO:0012589,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_096f830c-0065-456a-9e26-db54fd157981-2018-05-02T170000.000Z,2018-05-02T17:00:00.000Z,Rett and Angelman-like Disorders,TCF4,HGNC:11634,chr18:52889416-53303188,chr18:55222185-55635957,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=TCF4&subject=,2020-07-08T19:01:39Z,TCF4,https://search.clinicalgenome.org/kb/genes/HGNC:11634,Pitt-Hopkins syndrome,MONDO:0012589,https://search.clinicalgenome.org/kb/conditions/MONDO:0012589,Autosomal dominant inheritance
1157,TCF7L2,HGNC:11641,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b11a5317-868b-49a9-b051-721940fb5936-2021-12-15T170000.000Z,2021-12-15T17:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,TCF7L2,HGNC:11641,chr10:114710006-114927437,chr10:112950247-113167678,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=TCF7L2&subject=,2019-03-27T16:55:26Z,TCF7L2,https://search.clinicalgenome.org/kb/genes/HGNC:11641,complex neurodevelopmental disorder,MONDO:0100038,https://search.clinicalgenome.org/kb/conditions/MONDO:0100038,Autosomal dominant inheritance
1158,TAOK1,HGNC:29259,syndromic intellectual disability,MONDO:0000508,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_79c712d0-ac0e-4bf0-8e68-bd598b3bca42-2021-08-04T160000.000Z,2021-08-04T16:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,TAOK1,HGNC:29259,chr17:27717381-27878921,chr17:29390363-29551903,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=TAOK1&subject=,2023-06-28T16:19:01Z,TAOK1,https://search.clinicalgenome.org/kb/genes/HGNC:29259,syndromic intellectual disability,MONDO:0000508,https://search.clinicalgenome.org/kb/conditions/MONDO:0000508,Autosomal dominant inheritance
1159,POGZ,HGNC:18801,intellectual disability-microcephaly-strabismus-behavioral abnormalities syndrome,MONDO:0014606,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c5742d94-0642-4598-9fbd-fd43a2c21559-2020-03-09T160000.000Z,2020-03-09T16:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,POGZ,HGNC:18801,chr1:151375200-151431970,chr1:151402724-151459494,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=POGZ&subject=,2017-12-27T17:50:10Z,POGZ,https://search.clinicalgenome.org/kb/genes/HGNC:18801,intellectual disability-microcephaly-strabismus-behavioral abnormalities syndrome,MONDO:0014606,https://search.clinicalgenome.org/kb/conditions/MONDO:0014606,Autosomal dominant inheritance
