Gene/Region,Disease Label,SOP,GRCh38,Protein Name
PRPS1,PRPS1 deficiency disorder,SOP7,chrX:107628510-107651026,Ribose-phosphate pyrophosphokinase 1
BMPR2,congenital heart disease,SOP9,chr2:202376327-202567749,Bone morphogenetic protein receptor type-2
BMPR2,congenital heart disease,SOP9,chr2:202376327-202567749,Bone morphogenetic protein receptor type-2
BMPR2,congenital heart disease,SOP9,chr2:202376327-202567749,Bone morphogenetic protein receptor type-2
BMPR2,congenital heart disease,SOP9,chr2:202376327-202567749,Bone morphogenetic protein receptor type-2
BMPR2,congenital heart disease,SOP9,chr2:202376327-202567749,Bone morphogenetic protein receptor type-2
HBA2,"erythrocytosis, familial, 7",SOP10,chr16:172876-173710,Hemoglobin subunit alpha
HBA2,"erythrocytosis, familial, 7",SOP10,chr16:172876-173710,Hemoglobin subunit alpha
HBA2,"erythrocytosis, familial, 7",SOP10,chr16:172876-173710,Hemoglobin subunit alpha
HBA2,"erythrocytosis, familial, 7",SOP10,chr16:172876-173710,Hemoglobin subunit alpha
HBA2,unstable hemoglobin disease,SOP10,chr16:172876-173710,Hemoglobin subunit alpha
HBA2,unstable hemoglobin disease,SOP10,chr16:172876-173710,Hemoglobin subunit alpha
HBA2,unstable hemoglobin disease,SOP10,chr16:172876-173710,Hemoglobin subunit alpha
HBA2,unstable hemoglobin disease,SOP10,chr16:172876-173710,Hemoglobin subunit alpha
HBA2,"methemoglobinemia, alpha type",SOP9,chr16:172876-173710,Hemoglobin subunit alpha
HBA2,"methemoglobinemia, alpha type",SOP9,chr16:172876-173710,Hemoglobin subunit alpha
HBA2,"methemoglobinemia, alpha type",SOP9,chr16:172876-173710,Hemoglobin subunit alpha
HBA2,"methemoglobinemia, alpha type",SOP9,chr16:172876-173710,Hemoglobin subunit alpha
TCIRG1,dysosteosclerosis,SOP10,chr11:68039025-68053762,V-type proton ATPase 116 kDa subunit a 3
TCIRG1,dysosteosclerosis,SOP10,chr11:68039025-68053762,V-type proton ATPase 116 kDa subunit a 3
TCIRG1,autosomal recessive osteopetrosis 1,SOP9,chr11:68039025-68053762,V-type proton ATPase 116 kDa subunit a 3
TCIRG1,autosomal recessive osteopetrosis 1,SOP9,chr11:68039025-68053762,V-type proton ATPase 116 kDa subunit a 3
PIGW,hyperphosphatasia with intellectual disability syndrome 5,SOP11,chr17:36534987-36539303,Phosphatidylinositol-glycan biosynthesis class W protein
TNNT1,nemaline myopathy,SOP7,chr19:55132698-55149206,Troponin T
TNNT1,nemaline myopathy,SOP7,chr19:55132698-55149206,Troponin T
KARS1,nonsyndromic genetic hearing loss,SOP5,chr16:75627724-75647665,Lysine--tRNA ligase
KARS1,nonsyndromic genetic hearing loss,SOP5,chr16:75627724-75647665,Lysine--tRNA ligase
AKT1,Cowden syndrome 6,SOP11,chr14:104769349-104795748,RAC-alpha serine/threonine-protein kinase
TRIM32,Bardet-Biedl syndrome 11,SOP10,chr9:116687305-116701299,E3 ubiquitin-protein ligase TRIM32
TRIM32,Bardet-Biedl syndrome 11,SOP10,chr9:116687305-116701299,E3 ubiquitin-protein ligase TRIM32
TRIM32,Bardet-Biedl syndrome 11,SOP10,chr9:116687305-116701299,E3 ubiquitin-protein ligase TRIM32
POLD1,non-severe combined immunodeficiency due to polymerase delta deficiency,SOP9,chr19:50384323-50418018,DNA polymerase delta catalytic subunit
POLD1,non-severe combined immunodeficiency due to polymerase delta deficiency,SOP9,chr19:50384323-50418018,DNA polymerase delta catalytic subunit
POLD1,non-severe combined immunodeficiency due to polymerase delta deficiency,SOP9,chr19:50384323-50418018,DNA polymerase delta catalytic subunit
POLD1,non-severe combined immunodeficiency due to polymerase delta deficiency,SOP9,chr19:50384323-50418018,DNA polymerase delta catalytic subunit
POLD1,non-severe combined immunodeficiency due to polymerase delta deficiency,SOP9,chr19:50384323-50418018,DNA polymerase delta catalytic subunit
POLD1,POLD1-related polyposis and colorectal cancer syndrome,SOP9,chr19:50384323-50418018,DNA polymerase delta catalytic subunit
POLD1,POLD1-related polyposis and colorectal cancer syndrome,SOP9,chr19:50384323-50418018,DNA polymerase delta catalytic subunit
POLD1,POLD1-related polyposis and colorectal cancer syndrome,SOP9,chr19:50384323-50418018,DNA polymerase delta catalytic subunit
POLD1,POLD1-related polyposis and colorectal cancer syndrome,SOP9,chr19:50384323-50418018,DNA polymerase delta catalytic subunit
POLD1,POLD1-related polyposis and colorectal cancer syndrome,SOP9,chr19:50384323-50418018,DNA polymerase delta catalytic subunit
EMX2,schizencephaly,SOP11,chr10:117542746-117549546,Homeobox protein EMX2
PDGFRA,congenital heart disease,SOP10,chr4:54229293-54298245,Platelet-derived growth factor receptor alpha
PDGFRA,congenital heart disease,SOP10,chr4:54229293-54298245,Platelet-derived growth factor receptor alpha
AKT3,microcephaly,SOP8,chr1:243488233-243851079,RAC-gamma serine/threonine-protein kinase
AKT3,microcephaly,SOP8,chr1:243488233-243851079,RAC-gamma serine/threonine-protein kinase
ALG6,cystic kidney disease,SOP9,chr1:63367627-63438553,Dolichyl pyrophosphate Man9GlcNAc2 alpha-1
ALG6,cystic kidney disease,SOP9,chr1:63367627-63438553,Dolichyl pyrophosphate Man9GlcNAc2 alpha-1
PCDH15,nonsyndromic genetic hearing loss,SOP6,chr10:53802771-55627942,Protocadherin-15
PCDH15,nonsyndromic genetic hearing loss,SOP6,chr10:53802771-55627942,Protocadherin-15
PCDH15,nonsyndromic genetic hearing loss,SOP6,chr10:53802771-55627942,Protocadherin-15
BIN1,centronuclear myopathy,SOP10,chr2:127048023-127107154,Myc box-dependent-interacting protein 1
BIN1,centronuclear myopathy,SOP10,chr2:127048023-127107154,Myc box-dependent-interacting protein 1
CDKN1B,hereditary nonpolyposis colon cancer,SOP4,chr12:12717368-12722369,Cyclin-dependent kinase inhibitor 1B
CDKN1B,hereditary nonpolyposis colon cancer,SOP4,chr12:12717368-12722369,Cyclin-dependent kinase inhibitor 1B
NEBL,dilated cardiomyopathy,SOP7,chr10:20779973-21293050,Nebulette
CHD1L,congenital anomaly of kidney and urinary tract,SOP4,chr1:147172747-147295762,Chromodomain-helicase-DNA-binding protein 1-like
CASZ1,congenital heart disease,SOP10,chr1:10636604-10796646,Zinc finger protein castor homolog 1
EYA4,dilated cardiomyopathy 1J,SOP7,chr6:133240593-133532128,Protein phosphatase EYA4
EYA4,dilated cardiomyopathy 1J,SOP7,chr6:133240593-133532128,Protein phosphatase EYA4
EYA4,dilated cardiomyopathy 1J,SOP7,chr6:133240593-133532128,Protein phosphatase EYA4
RPS20,Lynch syndrome,SOP10,chr8:56067254-56074506,Small ribosomal subunit protein uS10
COL9A1,Stickler syndrome,SOP5,chr6:70215061-70303084,Collagen alpha-1(IX) chain
COL9A1,Stickler syndrome,SOP5,chr6:70215061-70303084,Collagen alpha-1(IX) chain
CD8A,susceptibility to respiratory infections associated with CD8alpha chain mutation,SOP9,chr2:86784605-86808396,T-cell surface glycoprotein CD8 alpha chain
TJP2,nonsyndromic genetic hearing loss,SOP8,chr9:69121264-69255208,Tight junction protein 2
TJP2,nonsyndromic genetic hearing loss,SOP8,chr9:69121264-69255208,Tight junction protein 2
FAN1,hereditary nonpolyposis colon cancer,SOP4,chr15:30903852-30943108,Fanconi-associated nuclease 1
FAN1,hereditary nonpolyposis colon cancer,SOP4,chr15:30903852-30943108,Fanconi-associated nuclease 1
ESPN,nonsyndromic genetic hearing loss,SOP5,chr1:6424776-6461370,Espin
ESPN,nonsyndromic genetic hearing loss,SOP5,chr1:6424776-6461370,Espin
ESPN,nonsyndromic genetic hearing loss,SOP5,chr1:6424776-6461370,Espin
ESPN,nonsyndromic genetic hearing loss,SOP5,chr1:6424776-6461370,Espin
FBN2,familial thoracic aortic aneurysm and aortic dissection,SOP4,chr5:128257909-128538245,Fibrillin-2
ERMARD,periventricular nodular heterotopia,SOP10,chr6:169751306-169781600,Endoplasmic reticulum membrane-associated RNA degradation protein
FLNA,familial thoracic aortic aneurysm and aortic dissection,SOP4,chrX:154348531-154374634,Filamin-A
FLNA,familial thoracic aortic aneurysm and aortic dissection,SOP4,chrX:154348531-154374634,Filamin-A
FLNA,familial thoracic aortic aneurysm and aortic dissection,SOP4,chrX:154348531-154374634,Filamin-A
GALNT12,"colorectal cancer, susceptibility to, 1",SOP4,chr9:98807670-98850081,Polypeptide N-acetylgalactosaminyltransferase 12
CASP10,autoimmune lymphoproliferative syndrome type 2A,SOP10,chr2:201183141-201229406,Caspase-10
NDUFV2,Leigh syndrome,SOP6,chr18:9102699-9134341,NADH dehydrogenase [ubiquinone] flavoprotein 2
NDUFV2,Leigh syndrome,SOP6,chr18:9102699-9134341,NADH dehydrogenase [ubiquinone] flavoprotein 2
NDUFV2,Leigh syndrome,SOP6,chr18:9102699-9134341,NADH dehydrogenase [ubiquinone] flavoprotein 2
F9,"thrombophilia, X-linked, due to factor 9 defect",SOP9,chrX:139530739-139563459,Coagulation factor IX
F9,"thrombophilia, X-linked, due to factor 9 defect",SOP9,chrX:139530739-139563459,Coagulation factor IX
F9,"thrombophilia, X-linked, due to factor 9 defect",SOP9,chrX:139530739-139563459,Coagulation factor IX
CAPN3,"muscular dystrophy, limb-girdle, autosomal dominant",SOP9,chr15:42359501-42412317,Calpain-3
CAPN3,"muscular dystrophy, limb-girdle, autosomal dominant",SOP9,chr15:42359501-42412317,Calpain-3
CAPN3,"muscular dystrophy, limb-girdle, autosomal dominant",SOP9,chr15:42359501-42412317,Calpain-3
GATAD1,dilated cardiomyopathy,SOP10,chr7:92447482-92495769,GATA zinc finger domain-containing protein 1
GATAD1,dilated cardiomyopathy,SOP10,chr7:92447482-92495769,GATA zinc finger domain-containing protein 1
SLC25A19,Leigh syndrome,SOP7,chr17:75272992-75289433,Mitochondrial thiamine pyrophosphate carrier
SLC25A19,Leigh syndrome,SOP7,chr17:75272992-75289433,Mitochondrial thiamine pyrophosphate carrier
NKX2-5,dilated cardiomyopathy,SOP7,chr5:173232109-173235206,Homeobox protein Nkx-2.5
NKX2-5,dilated cardiomyopathy,SOP7,chr5:173232109-173235206,Homeobox protein Nkx-2.5
MSH3,Lynch syndrome,SOP10,chr5:80654652-80876815,DNA mismatch repair protein Msh3
MSH3,Lynch syndrome,SOP10,chr5:80654652-80876815,DNA mismatch repair protein Msh3
KCNH2,Brugada syndrome,SOP5,chr7:150944961-150978321,Voltage-gated inwardly rectifying potassium channel KCNH2
KCNH2,Brugada syndrome,SOP5,chr7:150944961-150978321,Voltage-gated inwardly rectifying potassium channel KCNH2
KCNH2,Brugada syndrome,SOP5,chr7:150944961-150978321,Voltage-gated inwardly rectifying potassium channel KCNH2
KCNH2,Brugada syndrome,SOP5,chr7:150944961-150978321,Voltage-gated inwardly rectifying potassium channel KCNH2
KCNH2,Brugada syndrome,SOP5,chr7:150944961-150978321,Voltage-gated inwardly rectifying potassium channel KCNH2
TMLHE,autism spectrum disorder,SOP8,chrX:155489011-155612952,Trimethyllysine dioxygenase
FOXP1,congenital heart disease,SOP10,chr3:70954708-71583978,Forkhead box protein P1
FOXP1,congenital heart disease,SOP10,chr3:70954708-71583978,Forkhead box protein P1
ZDHHC15,X-linked complex neurodevelopmental disorder,SOP8,chrX:75368427-75523037,Palmitoyltransferase ZDHHC15
ARHGEF6,non-syndromic X-linked intellectual disability,SOP8,chrX:136665550-136780932,Rho guanine nucleotide exchange factor 6
ZNF41,non-syndromic X-linked intellectual disability,SOP7,chrX:47445178-47483222,Zinc finger protein 41
SHROOM4,X-linked complex neurodevelopmental disorder,SOP8,chrX:50575534-50814194,Protein Shroom4
MAGT1,X-linked intellectual disability,SOP9,chrX:77825747-77895568,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit MAGT1
MAGT1,X-linked intellectual disability,SOP9,chrX:77825747-77895568,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit MAGT1
SLC34A1,Fanconi renotubular syndrome 2,SOP9,chr5:177384434-177398848,Sodium-dependent phosphate transport protein 2A
SLC34A1,Fanconi renotubular syndrome 2,SOP9,chr5:177384434-177398848,Sodium-dependent phosphate transport protein 2A
SLC34A1,"hypercalcemia, infantile, 2",SOP9,chr5:177384434-177398848,Sodium-dependent phosphate transport protein 2A
SLC34A1,"hypercalcemia, infantile, 2",SOP9,chr5:177384434-177398848,Sodium-dependent phosphate transport protein 2A
ZNF674,X-linked intellectual disability,SOP8,chrX:46497725-46545421,Zinc finger protein 674
PKP2,Brugada syndrome 1,SOP5,chr12:32790755-32896777,Plakophilin-2
PKP2,Brugada syndrome 1,SOP5,chr12:32790755-32896777,Plakophilin-2
PKP2,Brugada syndrome 1,SOP5,chr12:32790755-32896777,Plakophilin-2
PKP2,Brugada syndrome 1,SOP5,chr12:32790755-32896777,Plakophilin-2
PKP2,Brugada syndrome 1,SOP5,chr12:32790755-32896777,Plakophilin-2
PKP2,Brugada syndrome 1,SOP5,chr12:32790755-32896777,Plakophilin-2
PKP2,dilated cardiomyopathy,SOP7,chr12:32790755-32896777,Plakophilin-2
PKP2,dilated cardiomyopathy,SOP7,chr12:32790755-32896777,Plakophilin-2
PKP2,dilated cardiomyopathy,SOP7,chr12:32790755-32896777,Plakophilin-2
PKP2,dilated cardiomyopathy,SOP7,chr12:32790755-32896777,Plakophilin-2
PKP2,dilated cardiomyopathy,SOP7,chr12:32790755-32896777,Plakophilin-2
PKP2,dilated cardiomyopathy,SOP7,chr12:32790755-32896777,Plakophilin-2
PKP2,catecholaminergic polymorphic ventricular tachycardia,SOP7,chr12:32790755-32896777,Plakophilin-2
PKP2,catecholaminergic polymorphic ventricular tachycardia,SOP7,chr12:32790755-32896777,Plakophilin-2
PKP2,catecholaminergic polymorphic ventricular tachycardia,SOP7,chr12:32790755-32896777,Plakophilin-2
PKP2,catecholaminergic polymorphic ventricular tachycardia,SOP7,chr12:32790755-32896777,Plakophilin-2
PKP2,catecholaminergic polymorphic ventricular tachycardia,SOP7,chr12:32790755-32896777,Plakophilin-2
PKP2,catecholaminergic polymorphic ventricular tachycardia,SOP7,chr12:32790755-32896777,Plakophilin-2
PKP2,arrhythmogenic right ventricular cardiomyopathy,SOP7,chr12:32790755-32896777,Plakophilin-2
PKP2,arrhythmogenic right ventricular cardiomyopathy,SOP7,chr12:32790755-32896777,Plakophilin-2
PKP2,arrhythmogenic right ventricular cardiomyopathy,SOP7,chr12:32790755-32896777,Plakophilin-2
PKP2,arrhythmogenic right ventricular cardiomyopathy,SOP7,chr12:32790755-32896777,Plakophilin-2
PKP2,arrhythmogenic right ventricular cardiomyopathy,SOP7,chr12:32790755-32896777,Plakophilin-2
PKP2,arrhythmogenic right ventricular cardiomyopathy,SOP7,chr12:32790755-32896777,Plakophilin-2
EN2,complex neurodevelopmental disorder,SOP8,chr7:155458129-155464831,Homeobox protein engrailed-2
ANK2,Brugada syndrome,SOP5,chr4:112705622-113383736,Ankyrin-2
ANK2,Brugada syndrome,SOP5,chr4:112705622-113383736,Ankyrin-2
ANK2,Brugada syndrome,SOP5,chr4:112705622-113383736,Ankyrin-2
ANK2,Brugada syndrome,SOP5,chr4:112705622-113383736,Ankyrin-2
ANK2,catecholaminergic polymorphic ventricular tachycardia,SOP7,chr4:112705622-113383736,Ankyrin-2
ANK2,catecholaminergic polymorphic ventricular tachycardia,SOP7,chr4:112705622-113383736,Ankyrin-2
ANK2,catecholaminergic polymorphic ventricular tachycardia,SOP7,chr4:112705622-113383736,Ankyrin-2
ANK2,catecholaminergic polymorphic ventricular tachycardia,SOP7,chr4:112705622-113383736,Ankyrin-2
ANK2,long QT syndrome,SOP8,chr4:112705622-113383736,Ankyrin-2
ANK2,long QT syndrome,SOP8,chr4:112705622-113383736,Ankyrin-2
ANK2,long QT syndrome,SOP8,chr4:112705622-113383736,Ankyrin-2
ANK2,long QT syndrome,SOP8,chr4:112705622-113383736,Ankyrin-2
KAT6B,RASopathy,SOP6,chr10:74824936-75032624,Histone acetyltransferase KAT6B
KAT6B,RASopathy,SOP6,chr10:74824936-75032624,Histone acetyltransferase KAT6B
KAT6B,RASopathy,SOP6,chr10:74824936-75032624,Histone acetyltransferase KAT6B
KATNAL2,complex neurodevelopmental disorder,SOP7,chr18:46917594-47102243,Katanin p60 ATPase-containing subunit A-like 2
KATNAL2,complex neurodevelopmental disorder,SOP7,chr18:46917594-47102243,Katanin p60 ATPase-containing subunit A-like 2
USH1G,nonsyndromic genetic hearing loss,SOP6,chr17:74916083-74923255,pre-mRNA splicing regulator USH1G
USH1G,nonsyndromic genetic hearing loss,SOP6,chr17:74916083-74923255,pre-mRNA splicing regulator USH1G
USH1G,nonsyndromic genetic hearing loss,SOP6,chr17:74916083-74923255,pre-mRNA splicing regulator USH1G
DPP6,complex neurodevelopmental disorder,SOP8,chr7:153748133-154894285,A-type potassium channel modulatory protein DPP6
DPP6,complex neurodevelopmental disorder,SOP8,chr7:153748133-154894285,A-type potassium channel modulatory protein DPP6
SCN1B,Brugada syndrome 1,SOP5,chr19:35030470-35040449,Sodium channel regulatory subunit beta-1
SCN1B,Brugada syndrome 1,SOP5,chr19:35030470-35040449,Sodium channel regulatory subunit beta-1
SCN1B,Brugada syndrome 1,SOP5,chr19:35030470-35040449,Sodium channel regulatory subunit beta-1
SCN1B,developmental and epileptic encephalopathy,SOP8,chr19:35030470-35040449,Sodium channel regulatory subunit beta-1
SCN1B,developmental and epileptic encephalopathy,SOP8,chr19:35030470-35040449,Sodium channel regulatory subunit beta-1
SCN1B,developmental and epileptic encephalopathy,SOP8,chr19:35030470-35040449,Sodium channel regulatory subunit beta-1
SCN1B,generalized epilepsy with febrile seizures plus,SOP9,chr19:35030470-35040449,Sodium channel regulatory subunit beta-1
SCN1B,generalized epilepsy with febrile seizures plus,SOP9,chr19:35030470-35040449,Sodium channel regulatory subunit beta-1
SCN1B,generalized epilepsy with febrile seizures plus,SOP9,chr19:35030470-35040449,Sodium channel regulatory subunit beta-1
GJA5,congenital heart disease,SOP10,chr1:147756199-147773351,Gap junction alpha-5 protein
SMAD4,pulmonary arterial hypertension,SOP9,chr18:51030213-51085042,Mothers against decapentaplegic homolog 4
SMAD4,pulmonary arterial hypertension,SOP9,chr18:51030213-51085042,Mothers against decapentaplegic homolog 4
SMAD4,pulmonary arterial hypertension,SOP9,chr18:51030213-51085042,Mothers against decapentaplegic homolog 4
SMAD4,pulmonary arterial hypertension,SOP9,chr18:51030213-51085042,Mothers against decapentaplegic homolog 4
SMAD4,pulmonary arterial hypertension,SOP9,chr18:51030213-51085042,Mothers against decapentaplegic homolog 4
SMAD4,Myhre syndrome,SOP8,chr18:51030213-51085042,Mothers against decapentaplegic homolog 4
SMAD4,Myhre syndrome,SOP8,chr18:51030213-51085042,Mothers against decapentaplegic homolog 4
SMAD4,Myhre syndrome,SOP8,chr18:51030213-51085042,Mothers against decapentaplegic homolog 4
SMAD4,Myhre syndrome,SOP8,chr18:51030213-51085042,Mothers against decapentaplegic homolog 4
SMAD4,Myhre syndrome,SOP8,chr18:51030213-51085042,Mothers against decapentaplegic homolog 4
SMAD4,juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome,SOP9,chr18:51030213-51085042,Mothers against decapentaplegic homolog 4
SMAD4,juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome,SOP9,chr18:51030213-51085042,Mothers against decapentaplegic homolog 4
SMAD4,juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome,SOP9,chr18:51030213-51085042,Mothers against decapentaplegic homolog 4
SMAD4,juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome,SOP9,chr18:51030213-51085042,Mothers against decapentaplegic homolog 4
SMAD4,juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome,SOP9,chr18:51030213-51085042,Mothers against decapentaplegic homolog 4
FBN1,Shprintzen-Goldberg syndrome,SOP9,chr15:48408313-48645709,Fibrillin-1
FBN1,Shprintzen-Goldberg syndrome,SOP9,chr15:48408313-48645709,Fibrillin-1
FBN1,Shprintzen-Goldberg syndrome,SOP9,chr15:48408313-48645709,Fibrillin-1
PMS2,hereditary breast carcinoma,SOP9,chr7:5970925-6009106,Mismatch repair endonuclease PMS2
PMS2,hereditary breast carcinoma,SOP9,chr7:5970925-6009106,Mismatch repair endonuclease PMS2
PMS2,hereditary breast carcinoma,SOP9,chr7:5970925-6009106,Mismatch repair endonuclease PMS2
PMS2,hereditary breast carcinoma,SOP9,chr7:5970925-6009106,Mismatch repair endonuclease PMS2
PMS2,hereditary breast carcinoma,SOP9,chr7:5970925-6009106,Mismatch repair endonuclease PMS2
PMS2,hereditary breast carcinoma,SOP9,chr7:5970925-6009106,Mismatch repair endonuclease PMS2
PMS2,hereditary breast carcinoma,SOP9,chr7:5970925-6009106,Mismatch repair endonuclease PMS2
PMS2,Lynch syndrome,SOP9,chr7:5970925-6009106,Mismatch repair endonuclease PMS2
PMS2,Lynch syndrome,SOP9,chr7:5970925-6009106,Mismatch repair endonuclease PMS2
PMS2,Lynch syndrome,SOP9,chr7:5970925-6009106,Mismatch repair endonuclease PMS2
PMS2,Lynch syndrome,SOP9,chr7:5970925-6009106,Mismatch repair endonuclease PMS2
PMS2,Lynch syndrome,SOP9,chr7:5970925-6009106,Mismatch repair endonuclease PMS2
PMS2,Lynch syndrome,SOP9,chr7:5970925-6009106,Mismatch repair endonuclease PMS2
PMS2,Lynch syndrome,SOP9,chr7:5970925-6009106,Mismatch repair endonuclease PMS2
RELN,complex neurodevelopmental disorder,SOP9,chr7:103471789-103989658,Reelin
RELN,complex neurodevelopmental disorder,SOP9,chr7:103471789-103989658,Reelin
RELN,lissencephaly with cerebellar hypoplasia,SOP10,chr7:103471789-103989658,Reelin
RELN,lissencephaly with cerebellar hypoplasia,SOP10,chr7:103471789-103989658,Reelin
HRAS,Noonan syndrome-like disorder with loose anagen hair,SOP5,chr11:532242-535576,GTPase HRas
HRAS,Noonan syndrome-like disorder with loose anagen hair,SOP5,chr11:532242-535576,GTPase HRas
ADGRV1,nonsyndromic genetic hearing loss,SOP6,chr5:90558797-91164437,Adhesion G-protein coupled receptor V1
ADGRV1,nonsyndromic genetic hearing loss,SOP6,chr5:90558797-91164437,Adhesion G-protein coupled receptor V1
AGTR2,X-linked complex neurodevelopmental disorder,SOP7,chrX:116170744-116174974,Type-2 angiotensin II receptor
AGTR2,X-linked complex neurodevelopmental disorder,SOP7,chrX:116170744-116174974,Type-2 angiotensin II receptor
PTPN11,Costello syndrome,SOP5,chr12:112418947-112509918,Tyrosine-protein phosphatase non-receptor type 11
PTPN11,Costello syndrome,SOP5,chr12:112418947-112509918,Tyrosine-protein phosphatase non-receptor type 11
PTPN11,Costello syndrome,SOP5,chr12:112418947-112509918,Tyrosine-protein phosphatase non-receptor type 11
PTPN11,Costello syndrome,SOP5,chr12:112418947-112509918,Tyrosine-protein phosphatase non-receptor type 11
PTPN11,Costello syndrome,SOP5,chr12:112418947-112509918,Tyrosine-protein phosphatase non-receptor type 11
PTPN11,Costello syndrome,SOP5,chr12:112418947-112509918,Tyrosine-protein phosphatase non-receptor type 11
PTPN11,Costello syndrome,SOP5,chr12:112418947-112509918,Tyrosine-protein phosphatase non-receptor type 11
PTPN11,Costello syndrome,SOP5,chr12:112418947-112509918,Tyrosine-protein phosphatase non-receptor type 11
PTPN11,Costello syndrome,SOP5,chr12:112418947-112509918,Tyrosine-protein phosphatase non-receptor type 11
PTPN11,cardiofaciocutaneous syndrome,SOP5,chr12:112418947-112509918,Tyrosine-protein phosphatase non-receptor type 11
PTPN11,cardiofaciocutaneous syndrome,SOP5,chr12:112418947-112509918,Tyrosine-protein phosphatase non-receptor type 11
PTPN11,cardiofaciocutaneous syndrome,SOP5,chr12:112418947-112509918,Tyrosine-protein phosphatase non-receptor type 11
PTPN11,cardiofaciocutaneous syndrome,SOP5,chr12:112418947-112509918,Tyrosine-protein phosphatase non-receptor type 11
PTPN11,cardiofaciocutaneous syndrome,SOP5,chr12:112418947-112509918,Tyrosine-protein phosphatase non-receptor type 11
PTPN11,cardiofaciocutaneous syndrome,SOP5,chr12:112418947-112509918,Tyrosine-protein phosphatase non-receptor type 11
PTPN11,cardiofaciocutaneous syndrome,SOP5,chr12:112418947-112509918,Tyrosine-protein phosphatase non-receptor type 11
PTPN11,cardiofaciocutaneous syndrome,SOP5,chr12:112418947-112509918,Tyrosine-protein phosphatase non-receptor type 11
PTPN11,cardiofaciocutaneous syndrome,SOP5,chr12:112418947-112509918,Tyrosine-protein phosphatase non-receptor type 11
BTK,isolated growth hormone deficiency type III,SOP7,chrX:101349450-101390796,Tyrosine-protein kinase BTK
BTK,isolated growth hormone deficiency type III,SOP7,chrX:101349450-101390796,Tyrosine-protein kinase BTK
TSPEAR,nonsyndromic genetic hearing loss,SOP11,chr21:44497893-44711572,Thrombospondin-type laminin G domain and EAR repeat-containing protein
TSPEAR,nonsyndromic genetic hearing loss,SOP11,chr21:44497893-44711572,Thrombospondin-type laminin G domain and EAR repeat-containing protein
RASA1,Noonan syndrome,SOP5,chr5:87267883-87391916,Ras GTPase-activating protein 1
RASA1,Noonan syndrome,SOP5,chr5:87267883-87391916,Ras GTPase-activating protein 1
SHOC2,Noonan syndrome,SOP5,chr10:110919370-111013665,Leucine-rich repeat protein SHOC-2
SHOC2,Noonan syndrome,SOP5,chr10:110919370-111013665,Leucine-rich repeat protein SHOC-2
SHOC2,Noonan syndrome,SOP5,chr10:110919370-111013665,Leucine-rich repeat protein SHOC-2
SHOC2,Noonan syndrome,SOP5,chr10:110919370-111013665,Leucine-rich repeat protein SHOC-2
SHOC2,Noonan syndrome,SOP5,chr10:110919370-111013665,Leucine-rich repeat protein SHOC-2
SHOC2,Costello syndrome,SOP5,chr10:110919370-111013665,Leucine-rich repeat protein SHOC-2
SHOC2,Costello syndrome,SOP5,chr10:110919370-111013665,Leucine-rich repeat protein SHOC-2
SHOC2,Costello syndrome,SOP5,chr10:110919370-111013665,Leucine-rich repeat protein SHOC-2
SHOC2,Costello syndrome,SOP5,chr10:110919370-111013665,Leucine-rich repeat protein SHOC-2
SHOC2,Costello syndrome,SOP5,chr10:110919370-111013665,Leucine-rich repeat protein SHOC-2
SHOC2,cardiofaciocutaneous syndrome,SOP5,chr10:110919370-111013665,Leucine-rich repeat protein SHOC-2
SHOC2,cardiofaciocutaneous syndrome,SOP5,chr10:110919370-111013665,Leucine-rich repeat protein SHOC-2
SHOC2,cardiofaciocutaneous syndrome,SOP5,chr10:110919370-111013665,Leucine-rich repeat protein SHOC-2
SHOC2,cardiofaciocutaneous syndrome,SOP5,chr10:110919370-111013665,Leucine-rich repeat protein SHOC-2
SHOC2,cardiofaciocutaneous syndrome,SOP5,chr10:110919370-111013665,Leucine-rich repeat protein SHOC-2
SLC6A4,autism spectrum disorder,SOP8,chr17:30194319-30235697,Sodium-dependent serotonin transporter
CNTN6,complex neurodevelopmental disorder,SOP9,chr3:1093024-1404217,Contactin-6
SOS1,Costello syndrome,SOP5,chr2:38981549-39124868,Son of sevenless homolog 1
SOS1,Costello syndrome,SOP5,chr2:38981549-39124868,Son of sevenless homolog 1
SOS1,Costello syndrome,SOP5,chr2:38981549-39124868,Son of sevenless homolog 1
SOS1,Costello syndrome,SOP5,chr2:38981549-39124868,Son of sevenless homolog 1
SOS1,cardiofaciocutaneous syndrome,SOP5,chr2:38981549-39124868,Son of sevenless homolog 1
SOS1,cardiofaciocutaneous syndrome,SOP5,chr2:38981549-39124868,Son of sevenless homolog 1
SOS1,cardiofaciocutaneous syndrome,SOP5,chr2:38981549-39124868,Son of sevenless homolog 1
SOS1,cardiofaciocutaneous syndrome,SOP5,chr2:38981549-39124868,Son of sevenless homolog 1
CDH15,intellectual disability,SOP8,chr16:89171748-89195492,Cadherin-15
CDH15,intellectual disability,SOP8,chr16:89171748-89195492,Cadherin-15
